ARTICULO;MODELO;EAN;SUBFAMILIA;NOMBRE_SUBFAMILIA;DESCRIPCION;MARCA;PRECIO;STOCK;PVPR;IVA_TECNO;OBSOLETO;CANONDIGITAL;FAMILIA;NOMBREFAMILIA;ART_EXCLU_E;NOMBRECARACTERISTICA;VALOR;NOMBRECARACTERISTICA1;VALOR1;NOMBRECARACTERISTICA2;VALOR2;NOMBRECARACTERISTICA3;VALOR3;NOMBRECARACTERISTICA4;VALOR4;NOMBRECARACTERISTICA5;VALOR5;NOMBRECARACTERISTICA6;VALOR6;NOMBRECARACTERISTICA7;VALOR7;URLIMAGEN
01303483;PKK631BB8E;4242005280551;ENV;ENCIMERA VITROCERAMICA;PKK631BB8E;BOSCH;153,27;7;261,938430; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;3 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01303483.jpg
01303484;PKF611BB8E;4242005280438;ENV;ENCIMERA VITROCERAMICA;PKF611BB8E;BOSCH;183,98;0;314,421820; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;4 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01303484.jpg
01303485;PKF375FP2E;4242005283286;ENV;ENCIMERA VITROCERAMICA;PKF375FP2E;BOSCH;219,71;0;375,484390; ; ;0;01;GAMA BLANCA; ;Altura;38;Ancho;306;Profundidad;527;Tipo de control; ;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;2 zona(s);Ind. Calor residual; ;https://integra.hepecasa.es/01/01303485.jpg
01303487;DBB97AM60;4242005278206;CAM;CAMPANA DECORATIVA;DBB97AM60;BOSCH;416,19;0;711,268710; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;897;Max. Capacidad Extracc.;460 m³/h;Numero de velocidades;3;Clase eficiencia energetica;B;Nivel de ruido;63 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01303487.jpg
01303488;DBB67AM60;4242005297931;CAM;CAMPANA DECORATIVA;DBB67AM60;BOSCH;386,42;0;660,391780; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;597;Max. Capacidad Extracc.;460 m³/h;Numero de velocidades;3;Clase eficiencia energetica;B;Nivel de ruido;63 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01303488.jpg
01303490;PID61RBB5E;4242005320769;ENI;ENCIMERA POR INDUCCION;PID61RBB5E;BOSCH;300,71;108;513,913390; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;3 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303490.jpg
01303505;WI14W542ES;4242003923085;LAX;LAVADORA INTEGRABLE; WI14W542ES;SIEMENS;770,02;0;1315,964180; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;8 kg;Maxima velocidad de centrifugado;1400 RPM;Color;Blanco;Clase eficiencia energetica;C;Wifi Ctrol; ;Altura;818;Ancho;596;Profundidad;544;https://integra.hepecasa.es/01/01303505.jpg
01303506;WI12W327ES;4242003923078;LAX;LAVADORA INTEGRABLE; WI12W327ES;SIEMENS;669,17;0;1143,611530; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;8 kg;Maxima velocidad de centrifugado;1200 RPM;Color;Blanco;Clase eficiencia energetica;C;Wifi Ctrol; ;Altura;818;Ancho;555;Profundidad;596;https://integra.hepecasa.es/01/01303506.jpg
01303509;WQ45G2A0ES;4242003911143;SCD;SECADORA CARGA FRONTAL;WQ45G2A0ES;SIEMENS;680,04;0;1162,188360; ; ;0;01;GAMA BLANCA; ;Tipo; ;Altura;842;Ancho;598;Profundidad;613;Capacidad de secado; ;Maxima velocidad de centrifugado; ;Color;Blanco; ; ;https://integra.hepecasa.es/01/01303509.jpg
01303512;WQ33G2D0ES;4242003907412;SCD;SECADORA CARGA FRONTAL;WQ33G2D0ES;SIEMENS;705,19;0;1205,169710; ; ;0;01;GAMA BLANCA; ;Tipo; ;Altura;842;Ancho;598;Profundidad;613;Capacidad de secado; ;Maxima velocidad de centrifugado; ;Color;Blanco; ; ;https://integra.hepecasa.es/01/01303512.jpg
01303517;SN61IX12TE;4242003868560;LVI;LAVAVAJILLAS INTEGRABLES; SN61IX12TE;SIEMENS;510,71;0;872,803390; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Altura;815;Ancho;598;Profundidad;550;Color; ;Clase eficiencia energetica;E;3ª Bandeja; ;Wifi Ctrol; ;https://integra.hepecasa.es/01/01303517.jpg
01303518;KF96RSBEA;4242003915349;FRS;FRIGORIFICO AMERICANO;KF96RSBEA;SIEMENS;3084,06;0;5270,658540; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Negro;Altura;1830;Ancho;906;Profundidad;736; ; ; ; ;https://integra.hepecasa.es/01/01303518.jpg
01303519;KF96NAXEA;4242003895979;FRS;FRIGORIFICO AMERICANO;KF96NAXEA;SIEMENS;1439,33;0;2459,814970; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Negro, Acero inoxidable;Altura;1830;Ancho;910;Profundidad;731; ; ; ; ;https://integra.hepecasa.es/01/01303519.jpg
01303520;KF96NVPEA;4242003896006;FRS;FRIGORIFICO AMERICANO;KF96NVPEA;SIEMENS;1340,50;0;2290,9145; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Plata;Altura;1830;Ancho;910;Profundidad;731; ; ; ; ;https://integra.hepecasa.es/01/01303520.jpg
01303530;KG39NAICT;4242003890370;FRO;FRIGORIFICO COMBI;KG39NAICT;SIEMENS;1000,51;0;1709,871590; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;C;https://integra.hepecasa.es/01/01303530.jpg
01303537;KU21WAHG0;4242003869741;VIN;VINOTECA;KU21WAHG0;SIEMENS;1267,02;0;2165,337180; ; ;0;01;GAMA BLANCA; ;Numero de botellas; ;Color; ;Clase eficiencia energetica;G;Altura;818;Ancho;598; ; ; ; ; ; ;https://integra.hepecasa.es/01/01303537.jpg
01303538;KU20WVHF0;4242003893623;VIN;VINOTECA;KU20WVHF0;SIEMENS;806,03;0;1377,505270; ; ;0;01;GAMA BLANCA; ;Numero de botellas; ;Color; ;Clase eficiencia energetica;F;Altura;820;Ancho;300; ; ; ; ; ; ;https://integra.hepecasa.es/01/01303538.jpg
01303539;KI51RADF0;4242003840436;FRJ;FRIGORIFICO INTEGRABLE;KI51RADF0;SIEMENS;695,10;0;1187,9259; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Blanco;Altura;1397;Ancho;558;Profundidad;545;Wifi Ctrol; ;Clase eficiencia energetica;F;https://integra.hepecasa.es/01/01303539.jpg
01303540;KI41RAFF0;4242003851470;FRJ;FRIGORIFICO INTEGRABLE;KI41RAFF0;SIEMENS;565,25;0;966,012250; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Blanco;Altura;1221;Ancho;558;Profundidad;545;Wifi Ctrol; ;Clase eficiencia energetica;F;https://integra.hepecasa.es/01/01303540.jpg
01303541;KI41RADF0;4242003851463;FRJ;FRIGORIFICO INTEGRABLE;KI41RADF0;SIEMENS;630,28;0;1077,148520; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Blanco;Altura;1221;Ancho;558;Profundidad;545;Wifi Ctrol; ;Clase eficiencia energetica;F;https://integra.hepecasa.es/01/01303541.jpg
01303542;GI11VAFE0;4242003848296;FRJ;FRIGORIFICO INTEGRABLE;GI11VAFE0;SIEMENS;539,91;0;922,706190; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Blanco;Altura;712;Ancho;558;Profundidad;545;Wifi Ctrol; ;Clase eficiencia energetica;E;https://integra.hepecasa.es/01/01303542.jpg
01303543;KI86NHFE0;4242003881118;FRP;COMBINADO INTEGRABLE;KI86NHFE0;SIEMENS;957,32;0;1636,059880; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Blanco;Altura;1772;Ancho;541;Profundidad;548;Wifi Ctrol; ;Clase eficiencia energetica;E;https://integra.hepecasa.es/01/01303543.jpg
01303544;HR574AER0;4242003900734;HNO;HORNO ENCASTRE;HR574AER0;SIEMENS;529,44;5;904,812960; ; ;0;01;GAMA BLANCA; ;Altura;595;Ancho;594;Profundidad;548;Tipo de horno; ;Color;Negro;Clase eficiencia energetica;A;Total capacidad interior, horno;71 L;Funcion Autolimpieza;Si;https://integra.hepecasa.es/01/01303544.jpg
01303545;BE623LMB3;4242003913024;HMD;HORNO MICROONDAS INTEGRACION;BE623LMB3;SIEMENS;215,38;0;368,084420; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303545.jpg
01303547;ET631FKP8E;4242003898352;ENV;ENCIMERA VITROCERAMICA;ET631FKP8E;SIEMENS;265,81;0;454,269290; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;3 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01303547.jpg
01303548;ET61RBKB8E;4242003898284;ENV;ENCIMERA VITROCERAMICA;ET61RBKB8E;SIEMENS;222,59;0;380,406310; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;3 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01303548.jpg
01303550;LD98WMM60;4242003907115;CAM;CAMPANA DECORATIVA;LD98WMM60;SIEMENS;1836,06;0;3137,826540; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;900;Max. Capacidad Extracc.;833 m³/h;Numero de velocidades;3;Clase eficiencia energetica;A;Nivel de ruido;62 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01303550.jpg
01303551;LJ97BAM60;4242003906378;CAM;CAMPANA DECORATIVA;LJ97BAM60;SIEMENS;517,91;0;885,108190; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;897;Max. Capacidad Extracc.;459 m³/h;Numero de velocidades;3;Clase eficiencia energetica;B;Nivel de ruido;63 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01303551.jpg
01303552;LJ67BAM60;4242003897034;CAM;CAMPANA DECORATIVA;LJ67BAM60;SIEMENS;474,69;0;811,245210; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;597;Max. Capacidad Extracc.;459 m³/h;Numero de velocidades;3;Clase eficiencia energetica;B;Nivel de ruido;63 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01303552.jpg
01303555;WQ35G200ES;4242003912584;SCD;SECADORA CARGA FRONTAL; WQ35G200ES;SIEMENS;648,77;0;1108,747930; ; ;0;01;GAMA BLANCA; ;Tipo; ;Altura;842;Ancho;598;Profundidad;613;Capacidad de secado; ;Maxima velocidad de centrifugado; ;Color;Blanco; ; ;https://integra.hepecasa.es/01/01303555.jpg
01303556;MI 1704;5604409144232;ENI;ENCIMERA POR INDUCCION;MI 1704;MEIRELES;414,70;0;708,7223; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho;770;Profundidad; ;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303556.jpg
01303557;Free Cook;5604409147035;ENI;ENCIMERA POR INDUCCION;Free Cook;MEIRELES;348,67;0;595,877030; ; ;0;01;GAMA BLANCA; ;Altura;56;Ancho;590;Profundidad;520;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303557.jpg
01303558;MI 1605;5604409011930;ENI;ENCIMERA POR INDUCCION;MI 1605;MEIRELES;274,81;0;469,650290; ; ;0;01;GAMA BLANCA; ;Altura;520;Ancho;590;Profundidad;55;Numero de zonas coccion;4;Color;NEGRO;Clase eficiencia energetica; ;Medidas para instalacion;560X490;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303558.jpg
01303559;MI 1613;5604409148582;ENI;ENCIMERA POR INDUCCION;MI 1613;MEIRELES;248,98;0;425,506820; ; ;0;01;GAMA BLANCA; ;Altura;520;Ancho;590;Profundidad;55;Numero de zonas coccion;3;Color;NEGRO;Clase eficiencia energetica; ;Medidas para instalacion;560X490;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303559.jpg
01303560;MI 1302;5604409010704;ENI;ENCIMERA POR INDUCCION;MI 1302;MEIRELES;167,86;0;286,872740; ; ;0;01;GAMA BLANCA; ;Altura;520;Ancho;288;Profundidad; ;Numero de zonas coccion;2;Color;NEGRO;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303560.jpg
01303561;MV 1613;5604409148575;ENV;ENCIMERA VITROCERAMICA;MV 1613;MEIRELES;165,73;0;283,232570; ; ;0;01;GAMA BLANCA; ;Altura;520;Ancho;590;Profundidad; ;Tipo de control;TOUCH CONTROL;Color;NEGRO;Clase eficiencia energetica; ;Numero de zonas coccion;3;Ind. Calor residual;SI;https://integra.hepecasa.es/01/01303561.jpg
01303563;MVG 4951 N NAT;5604409148377;ENC;ENCIMERA A GAS;MVG 4951 N NAT;MEIRELES;224,08;0;382,952720; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Tipo Gas;NATURAL;Profundidad; ;Numero de zonas coccion;5;Color;NEGRO;Clase eficiencia energetica; ;Tipo de control;MANDOS;https://integra.hepecasa.es/01/01303563.jpg
01303564;MVG 4751 N;5604409148339;ENC;ENCIMERA A GAS;MVG 4751 N;MEIRELES;206,57;0;353,028130; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Tipo Gas;BUTANO;Profundidad; ;Numero de zonas coccion;5;Color;NEGRO;Clase eficiencia energetica; ;Tipo de control;MANDOS;https://integra.hepecasa.es/01/01303564.jpg
01303565;MVG 4751 N NAT;5604409148346;ENC;ENCIMERA A GAS;MVG 4751 N NAT;MEIRELES;206,57;0;353,028130; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Tipo Gas;NATURAL;Profundidad; ;Numero de zonas coccion;5;Color;NEGRO;Clase eficiencia energetica; ;Tipo de control;MANDOS;https://integra.hepecasa.es/01/01303565.jpg
01303566;MVG 4651 N;5604409148315;ENC;ENCIMERA A GAS;MVG 4651 N;MEIRELES;179,11;0;306,098990; ; ;0;01;GAMA BLANCA; ;Altura;55;Ancho;590;Tipo Gas; ;Profundidad;520;Numero de zonas coccion;4;Color;NEGRO;Clase eficiencia energetica; ;Tipo de control;MANDOS;https://integra.hepecasa.es/01/01303566.jpg
01303567;MVG 4651 N NAT;5604409148322;ENC;ENCIMERA A GAS;MVG 4651 N NAT;MEIRELES;179,11;0;306,098990; ; ;0;01;GAMA BLANCA; ;Altura;55;Ancho;590;Tipo Gas;Encimera de gas;Profundidad;520;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303567.jpg
01303568;MVG 4641 N;5604409148261;ENC;ENCIMERA A GAS;MVG 4641 N;MEIRELES;162,53;0;277,763770; ; ;0;01;GAMA BLANCA; ;Altura;55;Ancho;590;Tipo Gas; ;Profundidad;520;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303568.jpg
01303569;MVG 4641 N NAT;5604409148278;ENC;ENCIMERA A GAS;MVG 4641 N NAT;MEIRELES;162,53;0;277,763770; ; ;0;01;GAMA BLANCA; ;Altura;55;Ancho;590;Tipo Gas; ;Profundidad;520;Numero de zonas coccion;4;Color;NEGRO;Clase eficiencia energetica; ;Tipo de control;MANDOS;https://integra.hepecasa.es/01/01303569.jpg
01303570;MG 4953 X;5604409148520;ENC;ENCIMERA A GAS;MG 4953 X;MEIRELES;227,14;0;388,182260; ; ;0;01;GAMA BLANCA; ;Altura;520;Ancho;870;Tipo Gas;BUTANO;Profundidad; ;Numero de zonas coccion;5;Color;NEGRO;Clase eficiencia energetica; ;Tipo de control;MANDOS;https://integra.hepecasa.es/01/01303570.jpg
01303571;MG 4753 X;5604409148407;ENC;ENCIMERA A GAS;MG 4753 X;MEIRELES;214,40;0;366,4096; ; ;0;01;GAMA BLANCA; ;Altura;510;Ancho;700;Tipo Gas;BUTANO;Profundidad; ;Numero de zonas coccion;5;Color;NEGRO;Clase eficiencia energetica; ;Tipo de control; ;https://integra.hepecasa.es/01/01303571.jpg
01303572;MG 4643 X;5604409142740;ENC;ENCIMERA A GAS;MG 4643 X;MEIRELES;145,73;0;249,052570; ; ;0;01;GAMA BLANCA; ;Altura;55;Ancho;590;Tipo Gas;Encimera de gas;Profundidad;520;Numero de zonas coccion;4 zona(s);Color;Acero inoxidable;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303572.jpg
01303573;MG 3650 X;5604409140241;ENC;ENCIMERA A GAS;MG 3650 X;MEIRELES;139,47;0;238,354230; ; ;0;01;GAMA BLANCA; ;Altura;680;Ancho;610;Tipo Gas;Encimera de gas;Profundidad;110;Numero de zonas coccion;4 zona(s);Color;Acero inoxidable;Clase eficiencia energetica;A;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303573.jpg
01303574;MG 3650 X NAT;5604409143723;ENC;ENCIMERA A GAS;MG 3650 X NAT;MEIRELES;139,47;0;238,354230; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Tipo Gas;Encimera de gas;Profundidad; ;Numero de zonas coccion;4 zona(s);Color;Acero inoxidable;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303574.jpg
01303575;MG 3641 X;5604409140210;ENC;ENCIMERA A GAS;MG 3641 X;MEIRELES;118,84;0;203,097560; ; ;0;01;GAMA BLANCA; ;Altura;680;Ancho;610;Tipo Gas;Encimera de gas;Profundidad;110;Numero de zonas coccion;4 zona(s);Color;Acero inoxidable;Clase eficiencia energetica;A;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303575.jpg
01303576;MG 3641 X NAT;5604409143709;ENC;ENCIMERA A GAS;MG 3641 X NAT;MEIRELES;118,84;0;203,097560; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Tipo Gas;Encimera de gas;Profundidad; ;Numero de zonas coccion;4 zona(s);Color;Acero inoxidable;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303576.jpg
01303577;MG 3640 X;5604409140180;ENC;ENCIMERA A GAS;MG 3640 X;MEIRELES;108,17;0;184,862530; ; ;0;01;GAMA BLANCA; ;Altura;680;Ancho;610;Tipo Gas;Encimera de gas;Profundidad;110;Numero de zonas coccion;4 zona(s);Color;Acero inoxidable;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303577.jpg
01303578;MG 3640 X NAT;5604409143624;ENC;ENCIMERA A GAS;MG 3640 X NAT;MEIRELES;108,17;0;184,862530; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Tipo Gas;Encimera de gas;Profundidad; ;Numero de zonas coccion;4 zona(s);Color;Acero inoxidable;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01303578.jpg
01303579;MG 4321 X;5604409142528;ENC;ENCIMERA A GAS;MG 4321 X;MEIRELES;87,17;0;148,973530; ; ;0;01;GAMA BLANCA; ;Altura;510;Ancho;300;Tipo Gas; ;Profundidad; ;Numero de zonas coccion; ;Color;ACERO INOXIDABLE;Clase eficiencia energetica; ;Tipo de control;MANDOS;https://integra.hepecasa.es/01/01303579.jpg
01303580;MF 4908 X;5604409012463;HNO;HORNO ENCASTRE;MF 4908 X;MEIRELES;587,04;0;1003,251360; ; ;0;01;GAMA BLANCA; ;Altura;595;Ancho;896;Profundidad;565;Tipo de horno; ;Color;ACERO INOXIDABLE;Clase eficiencia energetica;A;Total capacidad interior, horno;101L;Funcion Autolimpieza;SI;https://integra.hepecasa.es/01/01303580.jpg
01303581;MF 6606 N;5604409143617;HNO;HORNO ENCASTRE;MF 6606 N;MEIRELES;226,28;0;386,712520; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Profundidad; ;Tipo de horno;Horno eléctrico;Color;Negro;Clase eficiencia energetica;A;Total capacidad interior, horno;55 L;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01303581.jpg
01303582;MF 6606 W;5604409145390;HNO;HORNO ENCASTRE;MF 6606 W;MEIRELES;175,62;0;300,134580; ; ;0;01;GAMA BLANCA; ;Altura;573;Ancho;598;Profundidad;499;Tipo de horno;Horno eléctrico;Color;Blanco;Clase eficiencia energetica;A;Total capacidad interior, horno;55 L;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01303582.jpg
01303583;MF Pyrolytic;5604409012487;HNO;HORNO ENCASTRE;MF Pyrolytic;MEIRELES;357,21;0;610,471890; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Profundidad; ;Tipo de horno; ;Color;ACERO INOXIDABLE;Clase eficiencia energetica;A;Total capacidad interior, horno; ;Funcion Autolimpieza;PIOLÍTICO;https://integra.hepecasa.es/01/01303583.jpg
01303584;MF 8900 N;5604409025562;HNO;HORNO ENCASTRE;MF 8900 N;MEIRELES;303,85;0;519,279650; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Profundidad; ;Tipo de horno; ;Color; ;Clase eficiencia energetica;A;Total capacidad interior, horno; ;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01303584.jpg
01303585;MF 8900 X;5604409017246;HNO;HORNO ENCASTRE;MF 8900 X;MEIRELES;303,85;0;519,279650; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Profundidad; ;Tipo de horno; ;Color;ACERO INOXIDABLE;Clase eficiencia energetica;A;Total capacidad interior, horno;80L;Funcion Autolimpieza;SI;https://integra.hepecasa.es/01/01303585.jpg
01303586;MF Aqualytic;5604409146984;HNO;HORNO ENCASTRE;MF Aqualytic;MEIRELES;291,75;0;498,600750; ; ;0;01;GAMA BLANCA; ;Altura;580;Ancho;598;Profundidad;500;Tipo de horno;Horno eléctrico;Color;Acero inoxidable;Clase eficiencia energetica;A;Total capacidad interior, horno;55 L;Funcion Autolimpieza;Si;https://integra.hepecasa.es/01/01303586.jpg
01303587;MF 7700 X;5604409146991;HNO;HORNO ENCASTRE;MF 7700 X;MEIRELES;299,15;0;511,247350; ; ;0;01;GAMA BLANCA; ;Altura;595;Ancho;595;Profundidad;547;Tipo de horno;Horno eléctrico;Color;Negro, Acero satinado;Clase eficiencia energetica;A;Total capacidad interior, horno;70 L;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01303587.jpg
01303588;MF 7600 X;5604409148735;HNO;HORNO ENCASTRE;MF 7600 X;MEIRELES;237,17;0;405,323530; ; ;0;01;GAMA BLANCA; ;Altura;595;Ancho;595;Profundidad;547;Tipo de horno;Horno eléctrico;Color;Negro, Acero inoxidable;Clase eficiencia energetica;A;Total capacidad interior, horno;70 L;Funcion Autolimpieza;Si;https://integra.hepecasa.es/01/01303588.jpg
01303589;MF 7400 X;5604409147004;HNO;HORNO ENCASTRE;MF 7400 X;MEIRELES;315,65;0;539,445850; ; ;0;01;GAMA BLANCA; ;Altura;552;Ancho;595;Profundidad;511;Tipo de horno;Horno eléctrico;Color;Negro, Acero inoxidable;Clase eficiencia energetica;A;Total capacidad interior, horno;40 L;Funcion Autolimpieza;No;https://integra.hepecasa.es/01/01303589.jpg
01303590;MF 4400 N;5604409021779;HNO;HORNO ENCASTRE;MF 4400 N;MEIRELES;483,16;0;825,720440; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Profundidad; ;Tipo de horno; ;Color; ;Clase eficiencia energetica;A;Total capacidad interior, horno;44L;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01303590.jpg
01303593;MF 7604 X;5604409142467;HNO;HORNO ENCASTRE;MF 7604 X;MEIRELES;185,01;0;316,182090; ; ;0;01;GAMA BLANCA; ;Altura;573;Ancho;598;Profundidad;499;Tipo de horno;Horno eléctrico;Color;Negro, Acero inoxidable;Clase eficiencia energetica;A;Total capacidad interior, horno;59 L;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01303593.jpg
01303594;MMI 25 X;5604409147554;HMC;HORNO MICROONDAS;MMI 25 X;MEIRELES;226,28;0;386,712520; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25L;Color;ACERO INOXIDABLE;Potencia microondas;900W;Niveles Potencia;5;Grill;1000W;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303594.jpg
01303595;MMI 20 BL;5604409025531;HMC;HORNO MICROONDAS;MMI 20 BL;MEIRELES;182,17;0;311,328530; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20L;Color;NEGRO;Potencia microondas;900W;Niveles Potencia; ;Grill;1000W;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303595.jpg
01303596;MMI 20 X;5604409134967;HMC;HORNO MICROONDAS;MMI 20 X;MEIRELES;182,17;0;311,328530; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;5;Grill;Si;Grill Power;1000 W;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303596.jpg
01303597;MM 20L X;5604409139023;HMC;HORNO MICROONDAS;MM 20L X;MEIRELES;119,55;0;204,310950; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Blanco;Potencia microondas;700 W;Niveles Potencia;5;Grill;Si;Grill Power;1000 W;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303597.jpg
01303598;MEP 291 BL;5604409142597;CAM;CAMPANA DECORATIVA;MEP 291 BL;MEIRELES;210,63;0;359,966670; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;900;Max. Capacidad Extracc.;580 m³/h;Numero de velocidades; ;Clase eficiencia energetica;C;Nivel de ruido;71 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01303598.jpg
